customer_id,final_score,churn_prob,purchase_prob,expected_revenue,selected
C00103,24920.64971,0.000177088,0.999825499,24925.06365,1
C00104,24908.161,2.46E-13,0.999999717,24908.161,1
C00105,24882.23506,0.218976585,0.973984507,31858.50077,1
C00106,24866.67559,0.001995646,0.996979649,24916.39989,1
C00107,24792.00075,1.05E-10,0.999999635,24792.00075,1
C00108,24744.40107,0.001048054,0.998437012,24770.36175,1
C00109,24688.15178,0.416044731,0.699322019,42277.47068,1
C00110,24606.72629,1.25E-06,0.99995521,24606.75704,1
C00111,24580.60978,0.000149355,0.999185956,24584.28156,1
C00112,24509.9998,0.022256504,0.987008819,25067.92414,1
C00113,24504.42517,0.000893133,0.998854057,24526.33043,1
C00114,24380.02835,0.000131902,0.996986707,24383.24455,1
C00115,24213.38394,0.001500959,0.998159125,24249.78186,1
C00116,24194.14618,5.19E-05,0.999579665,24195.40128,1
C00117,24176.33669,2.28E-05,0.999966875,24176.88735,1
C00118,24154.07299,0.000847745,0.999052581,24174.56685,1
C00119,24078.79664,3.55E-05,0.999862554,24079.65085,1
C00120,24052.42132,0.024644645,0.993957086,24660.16226,1
C00121,24003.81496,5.99E-07,0.999989468,24003.82933,1
C00122,23979.05266,0.01369452,0.994721808,24311.99373,1
C00123,23947.00702,2.01E-06,0.999992608,23947.05515,1
C00125,23927.25332,1.02E-05,0.999929117,23927.49668,1
C00126,23911.25294,0.099807766,0.984794569,26562.38529,1
C00127,23803.45374,5.74E-08,0.999991248,23803.45511,1
C00128,23775.90082,3.25E-07,0.999748759,23775.90855,1
C00129,23668.23943,4.09E-05,0.999861763,23669.20759,1
C00130,23653.05207,0.00109577,0.999523459,23678.99879,1
C00131,23563.77746,1.58E-11,0.999999591,23563.77746,1
C00132,23471.26159,5.51E-07,0.999794627,23471.27453,1
C00133,23397.34547,0.000675838,0.999517672,23413.16899,1
C00134,23385.41038,2.07E-16,1,23385.41038,1
C00135,23378.63541,0.00023874,0.998709691,23384.21816,1
C00136,23285.97835,3.50E-11,0.999998617,23285.97835,1
C00137,23281.23923,0.000203824,0.999707269,23285.98547,1
C00138,23227.22424,9.39E-06,0.999908763,23227.44226,1
C00139,23209.10689,6.65E-15,0.999999952,23209.10689,1
C00140,23181.44494,1.09E-18,1,23181.44494,1
C00141,23176.10314,3.78E-16,0.99999998,23176.10314,1
C00142,23006.41279,0.145669001,0.982350374,26929.15606,1
C00143,22996.65742,1.54E-06,0.99996155,22996.69277,1
C00144,22992.41365,0.000298782,0.999700114,22999.28543,1
C00145,22960.49787,1.72E-19,0.999999999,22960.49787,1
C00146,22936.20305,5.41E-13,0.999999968,22936.20305,1
C00147,22924.50999,0.002342763,0.996713679,22978.3428,1
C00148,22911.42212,0.018189921,0.991635075,23335.90031,1
C00149,22878.30888,0.064654293,0.975489627,24459.73581,1
C00150,22870.28325,0.000826604,0.999417033,22889.20356,1
C00151,22852.29354,4.45E-15,0.999999978,22852.29354,1
C00152,22835.09629,0.009878067,0.993045503,23062.9133,1
C00153,22791.9798,1.68E-07,0.999995099,22791.98362,1
C00154,22786.66512,1.38E-13,0.999999896,22786.66512,1
C00155,22782.55091,3.88E-06,0.999943903,22782.63929,1
C00156,22745.3469,3.06E-05,0.999882001,22746.04187,1
C00157,22703.3065,3.24E-13,0.99999984,22703.3065,1
C00159,22699.58111,0.006183992,0.998516754,22840.82861,1
C00160,22692.366,3.05E-14,0.999999958,22692.366,1
C00161,22684.2329,2.17E-22,1,22684.2329,1
C00162,22649.3299,5.31E-08,0.999641132,22649.3311,1
C00163,22639.84538,0.245921558,0.76874163,30023.19669,1
C00164,22604.85229,0.281933703,0.732589107,31480.17444,1
C00165,22603.73704,0.001513979,0.99799427,22638.01051,1
C00166,22601.57778,0.010224056,0.991228741,22835.04455,1
C00167,22552.85098,0.001997599,0.998189702,22597.99271,1
C00168,22528.71308,0.000156417,0.997628002,22532.2375,1
C00169,22506.21648,4.58E-05,0.999848267,22507.24807,1
C00170,22477.84352,8.87E-06,0.999899413,22478.04295,1
C00171,22449.15574,0.252746006,0.856718916,30042.2024,1
C00172,22436.59139,0.001239527,0.995787679,22464.43667,1
C00173,22384.00685,3.46E-07,0.999979642,22384.0146,1
C00174,22381.19961,0.000609921,0.99924409,22394.8587,1
C00175,22378.74601,0.000109719,0.999835558,22381.20166,1
C00176,22376.30762,1.12E-06,0.999970376,22376.33276,1
C00177,22340.78622,2.75E-06,0.999953741,22340.84769,1
C00178,22339.27008,5.77E-07,0.999988288,22339.28298,1
C00179,22328.29324,1.66E-07,0.999932893,22328.29694,1
C00180,22315.57847,1.60E-12,0.999999939,22315.57847,1
C00181,22293.35672,1.12E-19,0.999999999,22293.35672,1
C00182,22278.85156,1.01E-15,0.999999996,22278.85156,1
C00183,22272.25774,5.62E-07,0.999991619,22272.27027,1
C00184,22271.3752,5.10E-08,0.999987979,22271.37634,1
C00185,22251.3543,1.50E-13,0.999999986,22251.3543,1
C00186,22065.5616,6.10E-10,0.999990741,22065.56161,1
C00187,22039.94303,7.40E-16,0.999999994,22039.94303,1
C00188,22038.61952,1.80E-05,0.999848218,22039.01709,1
C00189,22016.46636,0.000572807,0.999463396,22029.08476,1
C00190,22004.15094,1.83E-05,0.999834324,22004.55471,1
C00191,21959.23398,4.02E-07,0.999993281,21959.2428,1
C00192,21909.00407,5.00E-09,0.999976399,21909.00418,1
C00193,21904.73795,7.16E-06,0.999890447,21904.8948,1
C00194,21901.54328,4.25E-06,0.99998066,21901.63642,1
C00196,21877.28242,1.55E-13,0.999999942,21877.28242,1
C00197,21857.70992,7.85E-06,0.999939908,21857.88144,1
C00198,21849.96569,1.09E-08,0.999954377,21849.96593,1
C00199,21836.42938,0.021831979,0.993593578,22323.80217,1
C00200,21825.76021,0.006959724,0.989370118,21978.72608,1
C00201,21742.52263,0.00073218,0.998467091,21758.45373,1
C00202,21695.1609,0.001234898,0.998920724,21721.98533,1
C00203,21674.17466,1.83E-18,0.999999998,21674.17466,1
C00204,21622.25695,1.44E-06,0.99994389,21622.28813,1
C00205,21590.83415,1.03E-07,0.999987528,21590.83638,1
C00206,21574.4697,0.000201568,0.999620908,21578.81931,1
C00207,21561.36992,7.45E-06,0.999806661,21561.53051,1
C00208,21534.62132,2.38E-05,0.999454886,21535.13326,1
C00209,21510.62405,7.41E-07,0.999990202,21510.63999,1
C00210,21496.41388,0.00138414,0.999494491,21526.20916,1
C00211,21491.50908,4.90E-08,0.999907399,21491.51014,1
C00212,21486.55576,0.003765492,0.995500846,21567.76902,1
C00213,21475.79443,0.001851112,0.998275077,21515.62226,1
C00214,21409.42576,3.09E-06,0.999962921,21409.4919,1
C00215,21402.89314,0.00048842,0.998861192,21413.35184,1
C00216,21399.27967,9.12E-05,0.998901913,21401.23232,1
C00217,21360.24415,0.000614633,0.998519855,21373.38093,1
C00218,21354.93027,3.18E-05,0.999875463,21355.60912,1
C00219,21313.76094,6.29E-06,0.999861243,21313.89493,1
C00220,21294.49377,7.50E-08,0.99998929,21294.49537,1
C00221,21288.18437,7.19E-08,0.999984763,21288.1859,1
C00222,21265.87148,3.93E-05,0.999872874,21266.70778,1
C00223,21253.42924,0.000827943,0.998852506,21271.04044,1
C00224,21245.80846,2.67E-07,0.999994579,21245.81414,1
C00225,21244.22331,3.30E-05,0.999815248,21244.9247,1
C00226,21223.47532,0.036424293,0.989372973,22025.74761,1
C00227,21206.46237,0.000245443,0.999748352,21211.66863,1
C00228,21197.23476,2.25E-05,0.998324268,21197.71128,1
C00229,21179.47129,2.59E-05,0.999964438,21180.01888,1
C00230,21170.73965,2.54E-06,0.99998276,21170.79347,1
C00231,21157.10839,0.004297345,0.99514689,21248.42019,1
C00232,21153.85949,5.98E-06,0.99997038,21153.98589,1
C00233,21119.64109,3.92E-06,0.999599247,21119.72385,1
C00234,21092.24806,5.90E-07,0.999958702,21092.26051,1
C00235,21079.96325,2.35E-07,0.999983929,21079.9682,1
C00236,21079.19078,0.000523037,0.999837988,21090.22174,1
C00237,20958.98164,4.94E-05,0.99988217,20960.0161,1
C00238,20952.10444,9.75E-06,0.998497055,20952.30877,1
C00240,20935.91706,7.45E-05,0.999734372,20937.47638,1
C00242,20905.75702,7.09E-15,0.999999993,20905.75702,1
C00243,20873.77544,0.000573003,0.995775645,20885.74304,1
C00244,20833.90298,0.000401565,0.999711367,20842.2725,1
C00245,20813.51005,0.018328399,0.993925973,21202.1108,1
C00246,20809.89199,0.009663071,0.982663164,21012.94155,1
C00247,20782.67226,1.11E-08,0.999986352,20782.67249,1
C00248,20761.0322,1.06E-14,0.999999987,20761.0322,1
C00249,20735.99281,0.000807842,0.998126842,20752.75775,1
C00250,20707.20891,9.51E-07,0.99995454,20707.2286,1
C00251,20705.21235,6.19E-06,0.99995144,20705.34059,1
C00252,20675.51566,7.96E-06,0.999080917,20675.6802,1
C00253,20664.88763,0.000728428,0.998667431,20679.95149,1
C00254,20660.54872,0.001683676,0.996232427,20695.39305,1
C00255,20656.3345,3.91E-11,0.999999077,20656.3345,1
C00256,20629.16212,4.53E-06,0.999982656,20629.25567,1
C00257,20628.57976,3.49E-14,0.999999911,20628.57976,1
C00258,20611.06436,0.001134386,0.998233908,20634.47181,1
C00259,20606.4797,0.001098235,0.992093362,20629.13534,1
C00261,20550.32906,1.11E-06,0.999980225,20550.35195,1
C00262,20535.85695,4.15E-10,0.999993657,20535.85696,1
C00263,20516.30074,0.266300504,0.764266,27962.81156,1
C00264,20510.51647,9.70E-06,0.999300387,20510.71539,1
C00265,20483.78301,0.022411497,0.986151636,20953.37961,1
C00266,20476.73588,0.049938634,0.98637761,21553.0666,1
C00267,20443.28863,0.000472251,0.989854841,20452.94755,1
C00268,20388.38673,1.89E-12,0.999999708,20388.38673,1
C00269,20387.55064,1.69E-10,0.999993432,20387.55065,1
C00270,20380.00813,1.17E-06,0.999973668,20380.03196,1
C00271,20378.84514,1.73E-17,0.999999999,20378.84514,1
C00272,20361.639,0.000339381,0.999770791,20368.55171,1
C00273,20353.93564,0.050595641,0.976434249,21438.63725,1
C00274,20333.51623,5.65E-05,0.999549478,20334.66557,1
C00275,20303.98671,4.22E-14,0.999999961,20303.98671,1
C00276,20299.05258,0.000293714,0.99922517,20305.01644,1
C00277,20263.89658,0.009047834,0.993900552,20448.91498,1
C00278,20252.40556,0.000201931,0.999578798,20256.49599,1
C00279,20242.21228,3.24E-09,0.999996197,20242.21234,1
C00280,20232.66878,7.43E-05,0.999899411,20234.17211,1
C00281,20206.57479,5.24E-13,0.999999917,20206.57479,1
C00282,20194.29282,0.011276382,0.994536373,20424.60852,1
C00283,20145.03202,1.17E-06,0.999986361,20145.05559,1
C00284,20132.2284,0.002285829,0.995231949,20178.35265,1
C00285,20118.20884,2.71E-05,0.99987984,20118.75355,1
C00286,20096.56983,5.46E-09,0.99997158,20096.56994,1
C00287,20089.8639,0.000546909,0.990131072,20100.85725,1
C00288,20077.16319,1.75E-06,0.999991626,20077.19828,1
C00289,20061.05304,7.81E-08,0.9999917,20061.0546,1
C00290,19945.77015,2.96E-06,0.99998853,19945.82914,1
C00291,19917.90568,0.000385295,0.999686469,19925.5829,1
C00292,19911.12748,1.73E-06,0.999963711,19911.16186,1
C00293,19863.98171,5.18E-13,0.999999769,19863.98171,1
C00294,19825.45122,8.51E-08,0.999996433,19825.45291,1
C00295,19789.21163,2.43E-05,0.999964513,19789.6917,1
C00296,19770.81955,1.33E-05,0.999969857,19771.08311,1
C00297,19752.27562,7.48E-06,0.999961099,19752.4234,1
C00298,19730.31483,6.86E-15,0.999999995,19730.31483,1
C00299,19722.39442,0.01460052,0.989824259,20014.61825,1
C00300,19701.46574,5.34E-06,0.999811913,19701.57093,1
C00301,19693.06392,0.033673115,0.982694702,20379.29838,1
C00302,19665.44899,0.005311487,0.99082561,19770.45953,1
C00303,19659.99689,1.20E-06,0.999907004,19660.02049,1
C00304,19642.55184,1.80E-05,0.999940203,19642.90533,1
C00305,19619.94589,1.20E-14,0.999999984,19619.94589,1
C00306,19599.53878,5.29E-11,0.999999446,19599.53879,1
C00307,19567.63418,3.25E-16,0.999999998,19567.63418,1
C00308,19551.4361,0.000189086,0.999812584,19555.1337,1
C00309,19543.86715,1.18E-05,0.99996808,19544.09788,1
C00310,19506.21054,0.000977467,0.99952879,19525.29587,1
C00311,19495.17056,5.50E-17,1,19495.17056,1
C00312,19480.89384,3.69E-17,0.999999997,19480.89384,1
C00313,19460.46981,8.51E-08,0.999989813,19460.47147,1
C00314,19458.80676,3.12E-05,0.999864296,19459.41464,1
C00315,19447.00279,6.80E-06,0.999933698,19447.13511,1
C00316,19343.53835,4.55E-06,0.999941475,19343.62643,1
C00317,19321.5078,6.16E-11,0.999999484,19321.5078,1
C00318,19311.68845,3.35E-06,0.999920124,19311.75314,1
C00319,19283.87,1.52E-15,0.999999994,19283.87,1
C00320,19280.29506,3.59E-07,0.999973266,19280.30198,1
C00321,19257.70209,9.27E-08,0.999971369,19257.70388,1
C00322,19256.43906,3.27E-05,0.99987465,19257.068,1
C00323,19219.29215,1.14E-12,0.999999922,19219.29215,1
C00324,19201.14912,3.34E-14,0.999999752,19201.14912,1
C00325,19172.65225,8.31E-06,0.999905888,19172.81158,1
C00326,19155.71848,4.91E-05,0.99952258,19156.65986,1
C00327,19136.20593,1.29E-06,0.999981119,19136.2306,1
C00328,19095.60137,1.84E-05,0.99994439,19095.95257,1
C00329,19076.1088,1.16E-11,0.99999959,19076.1088,1
C00330,19052.24185,1.13E-07,0.999974944,19052.24401,1
C00331,19045.59998,7.79E-13,0.999999885,19045.59998,1
C00332,19038.63877,4.56E-15,0.999999994,19038.63877,1
C00333,19038.21249,1.10E-14,0.99999999,19038.21249,1
C00334,18991.94527,8.63E-08,0.99999576,18991.94691,1
C00335,18990.89358,9.67E-05,0.999241163,18992.72984,1
C00337,18976.6689,0.000789632,0.999451515,18991.66533,1
C00338,18970.34626,4.29E-10,0.999997645,18970.34627,1
C00339,18961.52483,1.43E-05,0.999961556,18961.79646,1
C00340,18912.15302,0.011211347,0.993210063,19126.58784,1
C00341,18868.49545,2.59E-06,0.99998745,18868.5443,1
C00342,18852.87266,0.002203571,0.998738039,18894.50806,1
C00343,18852.02855,0.075318088,0.974728506,20387.58226,1
C00344,18843.92057,0.00143001,0.998706145,18870.90615,1
C00345,18828.68436,1.98E-17,0.999999999,18828.68436,1
C00346,18813.93381,6.66E-06,0.999965115,18814.05903,1
C00347,18800.79852,0.000310375,0.999075389,18806.63564,1
C00348,18782.01183,3.82E-05,0.99987111,18782.72924,1
C00349,18754.44298,0.04129306,0.986270695,19562.22719,1
C00350,18712.39287,2.25E-07,0.999987706,18712.39709,1
C00351,18690.61673,2.80E-12,0.999999809,18690.61673,1
C00352,18657.61957,1.71E-17,1,18657.61957,1
C00353,18653.47844,9.84E-07,0.999984067,18653.4968,1
C00354,18626.79158,3.00E-09,0.999995104,18626.79163,1
C00355,18622.38502,0.007326604,0.996402805,18759.83087,1
C00356,18617.71725,7.27E-06,0.999954468,18617.85266,1
C00357,18616.5884,8.53E-05,0.999877811,18618.17595,1
C00358,18604.80976,0.015152835,0.99541404,18891.06292,1
C00359,18602.81724,3.14E-05,0.999778884,18603.40195,1
C00360,18602.13599,1.07E-16,0.999999999,18602.13599,1
C00361,18595.46241,1.31E-11,0.999999899,18595.46241,1
C00362,18566.62429,3.20E-17,1,18566.62429,1
C00363,18538.62671,0.001407876,0.995024071,18564.76359,1
C00364,18537.71891,2.05E-07,0.999970268,18537.72272,1
C00365,18532.97981,2.42E-11,0.999999753,18532.97981,1
C00366,18491.3857,0.000281698,0.999787197,18496.59616,1
C00367,18478.72162,1.20E-05,0.999700904,18478.94395,1
C00368,18447.63274,8.67E-08,0.999959906,18447.63434,1
C00369,18445.28311,4.00E-17,1,18445.28311,1
C00370,18444.05284,0.02114802,0.993086704,18842.53516,1
C00371,18422.59077,2.74E-06,0.999979119,18422.64124,1
C00372,18372.7958,1.87E-06,0.999446402,18372.83017,1
C00373,18334.62945,4.76E-17,0.999999999,18334.62945,1
C00374,18320.66886,0.072397044,0.980345748,19750.55032,1
C00375,18315.2102,0.000355967,0.99965864,18321.73213,1
C00376,18309.7342,0.000433718,0.999002956,18317.6789,1
C00377,18303.94797,0.013817228,0.989665908,18560.40128,1
C00378,18300.00283,1.32E-12,0.999999984,18300.00283,1
C00379,18294.31574,1.66E-06,0.99998989,18294.34619,1
C00380,18293.8879,7.76E-06,0.999694614,18294.02988,1
C00381,18293.51021,9.78E-07,0.999975589,18293.5281,1
C00382,18280.62592,1.01E-15,0.999999998,18280.62592,1
C00383,18275.69745,2.17E-06,0.999493578,18275.73713,1
C00384,18259.0272,1.01E-06,0.99999207,18259.04559,1
C00385,18253.52056,1.31E-05,0.999747043,18253.76031,1
C00386,18242.36465,5.54E-05,0.999883248,18243.37559,1
C00387,18229.58086,3.11E-05,0.999694176,18230.14787,1
C00388,18227.26196,9.05E-09,0.999987791,18227.26213,1
C00389,18191.25093,1.00E-05,0.99994918,18191.43319,1
C00390,18180.61934,1.58E-06,0.99998221,18180.6481,1
C00391,18145.16801,6.15E-08,0.999988843,18145.16912,1
C00392,18141.76405,6.59E-17,0.999999999,18141.76405,1
C00393,18110.38116,1.21E-06,0.999990126,18110.40303,1
C00394,18100.11546,1.25E-06,0.999993478,18100.13811,1
C00395,18088.88563,7.84E-06,0.999955862,18089.02739,1
C00396,18048.45475,0.000215137,0.99990941,18052.33848,1
C00397,18045.65488,7.66E-13,0.999999212,18045.65488,1
C00398,18043.62562,0.000234005,0.999032755,18047.84891,1
C00399,18030.99465,4.60E-10,0.999979645,18030.99466,1
C00400,18020.5015,2.68E-17,1,18020.5015,1
C00401,18006.95298,5.48E-07,0.99998614,18006.96285,1
C00402,17984.38769,2.47E-16,0.999999994,17984.38769,1
C00403,17983.11831,9.08E-06,0.999981884,17983.2816,1
C00404,17973.43314,0.009928054,0.998062209,18153.6637,1
C00405,17966.91384,7.25E-06,0.999949848,17967.04405,1
C00406,17962.06696,8.34E-07,0.999949717,17962.08193,1
C00407,17958.36536,1.67E-06,0.999941278,17958.39539,1
C00408,17935.02035,1.47E-06,0.999984472,17935.04668,1
C00409,17911.8354,3.07E-05,0.999895244,17912.38479,1
C00410,17870.84141,2.37E-12,0.999999962,17870.84141,1
C00411,17860.76451,0.0062381,0.988562961,17972.88114,1
C00412,17823.24482,1.05E-14,0.999999973,17823.24482,1
C00413,17803.02016,0.032970285,0.961257478,18410.00321,1
C00414,17801.67114,6.14E-14,0.999999994,17801.67114,1
C00415,17799.28703,1.13E-09,0.999998161,17799.28705,1
C00416,17793.4169,0.000395297,0.997217491,17800.45337,1
C00417,17780.6004,2.71E-17,0.999999999,17780.6004,1
C00418,17757.34508,0.049568179,0.982218349,18683.44967,1
C00419,17725.42243,5.86E-07,0.999990493,17725.43282,1
C00420,17725.05206,1.12E-05,0.999850131,17725.25074,1
C00421,17693.83503,6.21E-05,0.999778082,17694.93421,1
C00422,17678.06339,0.096425146,0.982419312,19564.58096,1
C00423,17672.82847,0.00035026,0.999535228,17679.02072,1
C00424,17657.05627,1.08E-09,0.999969447,17657.05629,1
C00425,17644.59325,0.000825587,0.994142703,17659.17243,1
C00426,17628.33044,3.89E-15,0.999999991,17628.33044,1
C00427,17616.19065,0.048073924,0.985697834,18505.83895,1
C00428,17603.76077,1.26E-11,0.99999932,17603.76077,1
C00429,17597.03877,3.85E-10,0.999998493,17597.03877,1
C00430,17570.64593,8.96E-06,0.999905897,17570.80342,1
C00431,17566.44391,1.29E-05,0.99974395,17566.67019,1
C00433,17556.55988,1.45E-16,1,17556.55988,1
C00434,17555.98006,0.111394454,0.912548072,19756.77526,1
C00435,17534.174,1.45E-06,0.999965846,17534.19945,1
C00436,17510.38121,7.51E-12,0.999999857,17510.38121,1
C00437,17510.18702,0.079628634,0.985971693,19025.13232,1
C00438,17489.99751,1.97E-08,0.999985956,17489.99785,1
C00439,17434.12238,1.63E-13,0.999999968,17434.12238,1
C00440,17416.13538,1.86E-16,1,17416.13538,1
C00441,17410.22925,0.000266936,0.998213916,17414.87791,1
C00442,17404.57945,8.55E-11,0.999999261,17404.57945,1
C00443,17362.13228,9.87E-08,0.99993877,17362.134,1
C00444,17359.53727,3.02E-05,0.999936066,17360.06094,1
C00445,17356.90625,0.044546719,0.984578077,18166.14857,1
C00446,17343.8824,1.56E-08,0.999981563,17343.88267,1
C00447,17334.80463,1.28E-06,0.999967237,17334.82688,1
C00448,17319.34652,1.39E-06,0.999980579,17319.37052,1
C00449,17303.60133,1.90E-12,0.999999939,17303.60133,1
C00450,17302.49381,0.000105482,0.999913561,17304.31911,1
C00451,17297.26478,9.37E-05,0.999873612,17298.88598,1
C00452,17293.88603,9.58E-07,0.999995902,17293.9026,1
C00453,17290.07749,5.37E-16,0.999999996,17290.07749,1
C00454,17281.19166,2.36E-12,0.999999837,17281.19166,1
C00455,17164.71232,0.006299993,0.994929711,17273.53548,1
C00456,17161.39194,1.66E-14,0.999999997,17161.39194,1
C00457,17151.04807,8.64E-14,0.999999991,17151.04807,1
C00458,17136.03874,2.70E-06,0.999986702,17136.08492,1
C00459,17112.23296,0.005159816,0.994746781,17200.98688,1
C00460,17094.47223,0.041041377,0.905675207,17826.07905,1
C00461,17088.2311,0.000144804,0.999865547,17090.7059,1
C00462,17087.25475,8.30E-10,0.999998312,17087.25476,1
C00463,17053.62525,0.002341417,0.997993086,17093.6486,1
C00464,17032.77785,0.00506382,0.99781163,17119.46775,1
C00465,17016.85397,0.005898335,0.987480169,17117.82061,1
C00466,16998.72609,0.000176945,0.999615802,17001.73445,1
C00467,16997.15509,0.000220019,0.998102834,17000.89561,1
